Category,Only used for downloading images,,Metadata displayed,,,,,,,,,,,not shown,Used for georeferencing,,
column title,download_original_image_link,link_id,title,caption,original_id,date_shot,date_min,date_max,license,photographer_id,download_link,link,shop_link,date_orig,longitude,latitude,view_type
description,link to download original image,identifier to link metadata to image file (exÂ : identifier.tif),title of image,description of image,Identifier used to link back export to original data,exact date if known (dd/mm/yyyy) else use date_min and date_max,start of date range (dd/mm/yyyy),end of date range (dd/mm/yyyy) ,licence information,id of phographer (link to info in external csv),link for user to download original image (optional),deeplink to image info page (optional),link to buy full image (optional),original date (free string like 19th century),a priori position (optional),a priori position (optional),(terrestrial / highOblique / lowOblique / nadir)
,https://dl.ndl.go.jp/api/iiif/1305642/manifest.json,1305642_003,"Eight Views of Kanazawa, Bushu",武州金沢八景 / Series: 日本八景づくしの内 Eight Views of Japan,1305642_003,,01/01/1807,01/01/1873,"Images and base metadata from ""National Diet Library Digital Collections (National Diet Library)"" retrieved from Japan Search (https://jpsearch.go.jp/item/dignl-1305642). Image used under educational license; for details, see Japan Search link and holding institution. / 教育目的でこの画像を使用させていただいております。詳細については、ジャパンサーチのリンクおよび所蔵機関をご確認ください。 Data standardization, enrichment, and geographic tagging by the Drawing from the Crowd Project. ",sadahide_utagawa,,,,,139.6333,35.3333,lowOblique
,https://dl.ndl.go.jp/api/iiif/1305645/manifest.json,1305645_001,Scenic View of Miyajuku,宮宿之勝景 / Series: 東海道 Tōkaidō,1305645_001,,01/01/1863,31/12/1863,"Images and base metadata from ""National Diet Library Digital Collections (National Diet Library)"" retrieved from Japan Search (https://jpsearch.go.jp/item/dignl-1305645). Image used under educational license; for details, see Japan Search link and holding institution. / 教育目的でこの画像を使用させていただいております。詳細については、ジャパンサーチのリンクおよび所蔵機関をご確認ください。 Data standardization, enrichment, and geographic tagging by the Drawing from the Crowd Project. ",sadahide_utagawa,,,,,136.9143,35.1289,lowOblique
,https://dl.ndl.go.jp/api/iiif/1305645/manifest.json,1305645_002,Scenic View of Miyajuku,宮宿之勝景 / Series: 東海道 Tōkaidō,1305645_002,,01/01/1863,31/12/1863,"Images and base metadata from ""National Diet Library Digital Collections (National Diet Library)"" retrieved from Japan Search (https://jpsearch.go.jp/item/dignl-1305645). Image used under educational license; for details, see Japan Search link and holding institution. / 教育目的でこの画像を使用させていただいております。詳細については、ジャパンサーチのリンクおよび所蔵機関をご確認ください。 Data standardization, enrichment, and geographic tagging by the Drawing from the Crowd Project. ",sadahide_utagawa,,,,,136.9143,35.1289,lowOblique
,https://dl.ndl.go.jp/api/iiif/1305645/manifest.json,1305645_003,Scenic View of Miyajuku,宮宿之勝景 / Series: 東海道 Tōkaidō,1305645_003,,01/01/1863,31/12/1863,"Images and base metadata from ""National Diet Library Digital Collections (National Diet Library)"" retrieved from Japan Search (https://jpsearch.go.jp/item/dignl-1305645). Image used under educational license; for details, see Japan Search link and holding institution. / 教育目的でこの画像を使用させていただいております。詳細については、ジャパンサーチのリンクおよび所蔵機関をご確認ください。 Data standardization, enrichment, and geographic tagging by the Drawing from the Crowd Project. ",sadahide_utagawa,,,,,136.9143,35.1289,lowOblique
,https://dl.ndl.go.jp/api/iiif/1305667/manifest.json,1305667_001,A portrait of Lord Minamoto no Yoritomo going to Kyoto in the first year of the Kenkyu era,建久元年源頼朝卿上京行粧之図,1305667_001,,01/01/1862,31/12/1862,"Images and base metadata from ""National Diet Library Digital Collections (National Diet Library)"" retrieved from Japan Search (https://jpsearch.go.jp/item/dignl-1305667). Image used under educational license; for details, see Japan Search link and holding institution. / 教育目的でこの画像を使用させていただいております。詳細については、ジャパンサーチのリンクおよび所蔵機関をご確認ください。 Data standardization, enrichment, and geographic tagging by the Drawing from the Crowd Project. ",sadahide_utagawa,,,,,135.7681,35.0116,lowOblique
,https://dl.ndl.go.jp/api/iiif/1305667/manifest.json,1305667_002,A portrait of Lord Minamoto no Yoritomo going to Kyoto in the first year of the Kenkyu era,建久元年源頼朝卿上京行粧之図,1305667_002,,01/01/1862,31/12/1862,"Images and base metadata from ""National Diet Library Digital Collections (National Diet Library)"" retrieved from Japan Search (https://jpsearch.go.jp/item/dignl-1305667). Image used under educational license; for details, see Japan Search link and holding institution. / 教育目的でこの画像を使用させていただいております。詳細については、ジャパンサーチのリンクおよび所蔵機関をご確認ください。 Data standardization, enrichment, and geographic tagging by the Drawing from the Crowd Project. ",sadahide_utagawa,,,,,135.7681,35.0116,lowOblique
,https://dl.ndl.go.jp/api/iiif/1305667/manifest.json,1305667_003,A portrait of Lord Minamoto no Yoritomo going to Kyoto in the first year of the Kenkyu era,建久元年源頼朝卿上京行粧之図,1305667_003,,01/01/1862,31/12/1862,"Images and base metadata from ""National Diet Library Digital Collections (National Diet Library)"" retrieved from Japan Search (https://jpsearch.go.jp/item/dignl-1305667). Image used under educational license; for details, see Japan Search link and holding institution. / 教育目的でこの画像を使用させていただいております。詳細については、ジャパンサーチのリンクおよび所蔵機関をご確認ください。 Data standardization, enrichment, and geographic tagging by the Drawing from the Crowd Project. ",sadahide_utagawa,,,,,135.7681,35.0116,lowOblique
,https://dl.ndl.go.jp/api/iiif/1305677/manifest.json,1305677_001,Sakuramiya Shrine in Naniwa,浪花桜宮之図,1305677_001,,01/01/1770,01/01/1820,"Images and base metadata from ""National Diet Library Digital Collections (National Diet Library)"" retrieved from Japan Search (https://jpsearch.go.jp/item/dignl-1305677). Image used under educational license; for details, see Japan Search link and holding institution. / 教育目的でこの画像を使用させていただいております。詳細については、ジャパンサーチのリンクおよび所蔵機関をご確認ください。 Data standardization, enrichment, and geographic tagging by the Drawing from the Crowd Project. ",shuntei_katsukawa,,,,,135.51,34.695,lowOblique
,https://dl.ndl.go.jp/api/iiif/1305677/manifest.json,1305677_002,Sakuramiya Shrine in Naniwa,浪花桜宮之図,1305677_002,,01/01/1770,01/01/1820,"Images and base metadata from ""National Diet Library Digital Collections (National Diet Library)"" retrieved from Japan Search (https://jpsearch.go.jp/item/dignl-1305677). Image used under educational license; for details, see Japan Search link and holding institution. / 教育目的でこの画像を使用させていただいております。詳細については、ジャパンサーチのリンクおよび所蔵機関をご確認ください。 Data standardization, enrichment, and geographic tagging by the Drawing from the Crowd Project. ",shuntei_katsukawa,,,,,135.51,34.695,lowOblique
,https://dl.ndl.go.jp/api/iiif/1305677/manifest.json,1305677_003,Sakuramiya Shrine in Naniwa,浪花桜宮之図,1305677_003,,01/01/1770,01/01/1820,"Images and base metadata from ""National Diet Library Digital Collections (National Diet Library)"" retrieved from Japan Search (https://jpsearch.go.jp/item/dignl-1305677). Image used under educational license; for details, see Japan Search link and holding institution. / 教育目的でこの画像を使用させていただいております。詳細については、ジャパンサーチのリンクおよび所蔵機関をご確認ください。 Data standardization, enrichment, and geographic tagging by the Drawing from the Crowd Project. ",shuntei_katsukawa,,,,,135.51,34.695,lowOblique
,https://dl.ndl.go.jp/api/iiif/1305677/manifest.json,1305677_004,Sakuramiya Shrine in Naniwa,浪花桜宮之図,1305677_004,,01/01/1770,01/01/1820,"Images and base metadata from ""National Diet Library Digital Collections (National Diet Library)"" retrieved from Japan Search (https://jpsearch.go.jp/item/dignl-1305677). Image used under educational license; for details, see Japan Search link and holding institution. / 教育目的でこの画像を使用させていただいております。詳細については、ジャパンサーチのリンクおよび所蔵機関をご確認ください。 Data standardization, enrichment, and geographic tagging by the Drawing from the Crowd Project. ",shuntei_katsukawa,,,,,135.51,34.695,lowOblique
,https://dl.ndl.go.jp/api/iiif/1305715/manifest.json,1305715,First Pilgrimage to Kameido,亀井戸初卯詣 / Series: 江戸自慢三十六興  Thirty-Six Delights of Edo,1305715,,01/01/1864,31/12/1864,"Images and base metadata from ""National Diet Library Digital Collections (National Diet Library)"" retrieved from Japan Search (https://jpsearch.go.jp/item/dignl-1305715). Image used under educational license; for details, see Japan Search link and holding institution. / 教育目的でこの画像を使用させていただいております。詳細については、ジャパンサーチのリンクおよび所蔵機関をご確認ください。 Data standardization, enrichment, and geographic tagging by the Drawing from the Crowd Project. ",hiroshige_utagawa_2; toyokuni_utagawa_3,,,,,139.8256,35.6973,lowOblique
,https://dl.ndl.go.jp/api/iiif/1305716/manifest.json,1305716,The Sanctuary of Shiba Shinmei,芝神明生粋 / Series: 江戸自慢三十六興 Thirty-Six Delights of Edo,1305716,,01/01/1864,31/12/1864,"Images and base metadata from ""National Diet Library Digital Collections (National Diet Library)"" retrieved from Japan Search (https://jpsearch.go.jp/item/dignl-1305716). Image used under educational license; for details, see Japan Search link and holding institution. / 教育目的でこの画像を使用させていただいております。詳細については、ジャパンサーチのリンクおよび所蔵機関をご確認ください。 Data standardization, enrichment, and geographic tagging by the Drawing from the Crowd Project. ",hiroshige_utagawa_2; toyokuni_utagawa_3,,,,,139.7476,35.6554,lowOblique
,https://dl.ndl.go.jp/api/iiif/1305722/manifest.json,1305722,Fukagawa Hachiman Peony Festival,深川八まん牡丹 / Series: 江戸自慢三十六興 Thirty-Six Delights of Edo,1305722,,01/01/1864,31/12/1864,"Images and base metadata from ""National Diet Library Digital Collections (National Diet Library)"" retrieved from Japan Search (https://jpsearch.go.jp/item/dignl-1305722). Image used under educational license; for details, see Japan Search link and holding institution. / 教育目的でこの画像を使用させていただいております。詳細については、ジャパンサーチのリンクおよび所蔵機関をご確認ください。 Data standardization, enrichment, and geographic tagging by the Drawing from the Crowd Project. ",hiroshige_utagawa_2; toyokuni_utagawa_3,,,,,139.8026,35.672,lowOblique
,https://dl.ndl.go.jp/api/iiif/1305724/manifest.json,1305724,Takanawa on a Midsummer Night,高輪廿六夜 / Series: 江戸自慢三十六興 Thirty-Six Delights of Edo,1305724,,01/01/1864,31/12/1864,"Images and base metadata from ""National Diet Library Digital Collections (National Diet Library)"" retrieved from Japan Search (https://jpsearch.go.jp/item/dignl-1305724). Image used under educational license; for details, see Japan Search link and holding institution. / 教育目的でこの画像を使用させていただいております。詳細については、ジャパンサーチのリンクおよび所蔵機関をご確認ください。 Data standardization, enrichment, and geographic tagging by the Drawing from the Crowd Project. ",hiroshige_utagawa_2; toyokuni_utagawa_3,,,,,139.7395,35.6374,lowOblique
,https://dl.ndl.go.jp/api/iiif/1305725/manifest.json,1305725,The Great Bell of Zōjō-ji Temple,増上寺大鐘 / Series: 江戸自慢三十六興 Thirty-Six Delights of Edo,1305725,,01/01/1864,31/12/1864,"Images and base metadata from ""National Diet Library Digital Collections (National Diet Library)"" retrieved from Japan Search (https://jpsearch.go.jp/item/dignl-1305725). Image used under educational license; for details, see Japan Search link and holding institution. / 教育目的でこの画像を使用させていただいております。詳細については、ジャパンサーチのリンクおよび所蔵機関をご確認ください。 Data standardization, enrichment, and geographic tagging by the Drawing from the Crowd Project. ",hiroshige_utagawa_2; toyokuni_utagawa_3,,,,,139.7483,35.6574,lowOblique
,https://dl.ndl.go.jp/api/iiif/1305726/manifest.json,1305726,Ikegami Honmonji Temple Ceremony,池上本門寺会式 / Series: 江戸自慢三十六興 Thirty-Six Delights of Edo,1305726,,01/01/1864,31/12/1864,"Images and base metadata from ""National Diet Library Digital Collections (National Diet Library)"" retrieved from Japan Search (https://jpsearch.go.jp/item/dignl-1305726). Image used under educational license; for details, see Japan Search link and holding institution. / 教育目的でこの画像を使用させていただいております。詳細については、ジャパンサーチのリンクおよび所蔵機関をご確認ください。 Data standardization, enrichment, and geographic tagging by the Drawing from the Crowd Project. ",hiroshige_utagawa_2; toyokuni_utagawa_3,,,,,139.7056,35.5767,lowOblique
,https://dl.ndl.go.jp/api/iiif/1305727/manifest.json,1305727,ōmori Handicrafts at Daishigawara,大師河原大森細工 / Series: 江戸自慢三十六興 Thirty-Six Delights of Edo,1305727,,01/01/1864,31/12/1864,"Images and base metadata from ""National Diet Library Digital Collections (National Diet Library)"" retrieved from Japan Search (https://jpsearch.go.jp/item/dignl-1305727). Image used under educational license; for details, see Japan Search link and holding institution. / 教育目的でこの画像を使用させていただいております。詳細については、ジャパンサーチのリンクおよび所蔵機関をご確認ください。 Data standardization, enrichment, and geographic tagging by the Drawing from the Crowd Project. ",hiroshige_utagawa_2; toyokuni_utagawa_3,,,,,137.9167,34.8333,lowOblique
,https://dl.ndl.go.jp/api/iiif/1305730/manifest.json,1305730,Water Candy (Mizuame) at Horinouchi Yodobashi,堀之内淀はし水飴 / Series: 江戸自慢三十六興 Thirty-Six Delights of Edo,1305730,,01/01/1864,31/12/1864,"Images and base metadata from ""National Diet Library Digital Collections (National Diet Library)"" retrieved from Japan Search (https://jpsearch.go.jp/item/dignl-1305730). Image used under educational license; for details, see Japan Search link and holding institution. / 教育目的でこの画像を使用させていただいております。詳細については、ジャパンサーチのリンクおよび所蔵機関をご確認ください。 Data standardization, enrichment, and geographic tagging by the Drawing from the Crowd Project. ",hiroshige_utagawa_2; toyokuni_utagawa_3,,,,,139.6515,35.6891,lowOblique
,https://dl.ndl.go.jp/api/iiif/1305733/manifest.json,1305733,Lotus Flowers at Shinobazu Pond,不忍池蓮花 / Series: 江戸自慢三十六興 Thirty-Six Delights of Edo,1305733,,01/01/1864,31/12/1864,"Images and base metadata from ""National Diet Library Digital Collections (National Diet Library)"" retrieved from Japan Search (https://jpsearch.go.jp/item/dignl-1305733). Image used under educational license; for details, see Japan Search link and holding institution. / 教育目的でこの画像を使用させていただいております。詳細については、ジャパンサーチのリンクおよび所蔵機関をご確認ください。 Data standardization, enrichment, and geographic tagging by the Drawing from the Crowd Project. ",hiroshige_utagawa_2; toyokuni_utagawa_3,,,,,139.7714,35.7121,lowOblique
,https://dl.ndl.go.jp/api/iiif/1305734/manifest.json,1305734,Asakusa's Annual Festival,浅草年之市 / Series: 江戸自慢三十六興 Thirty-Six Delights of Edo,1305734,,01/01/1864,31/12/1864,"Images and base metadata from ""National Diet Library Digital Collections (National Diet Library)"" retrieved from Japan Search (https://jpsearch.go.jp/item/dignl-1305734). Image used under educational license; for details, see Japan Search link and holding institution. / 教育目的でこの画像を使用させていただいております。詳細については、ジャパンサーチのリンクおよび所蔵機関をご確認ください。 Data standardization, enrichment, and geographic tagging by the Drawing from the Crowd Project. ",hiroshige_utagawa_2; toyokuni_utagawa_3,,,,,139.7967,35.7148,lowOblique
,https://dl.ndl.go.jp/api/iiif/1305737/manifest.json,1305737,Grand Fireworks at Ryogoku,両こく大花火 / Series: 江戸自慢三十六興 Thirty-Six Delights of Edo,1305737,,01/01/1864,31/12/1864,"Images and base metadata from ""National Diet Library Digital Collections (National Diet Library)"" retrieved from Japan Search (https://jpsearch.go.jp/item/dignl-1305737). Image used under educational license; for details, see Japan Search link and holding institution. / 教育目的でこの画像を使用させていただいております。詳細については、ジャパンサーチのリンクおよび所蔵機関をご確認ください。 Data standardization, enrichment, and geographic tagging by the Drawing from the Crowd Project. ",hiroshige_utagawa_2; toyokuni_utagawa_3,,,,,139.7928,35.6967,lowOblique
,https://dl.ndl.go.jp/api/iiif/1305741/manifest.json,1305741,The Cherry Blossoms at Naka-chō in Shin-Yoshiwara,新よし原仲の町の桜 / Series: 江戸自慢三十六興 Thirty-Six Delights of Edo,1305741,,01/01/1864,31/12/1864,"Images and base metadata from ""National Diet Library Digital Collections (National Diet Library)"" retrieved from Japan Search (https://jpsearch.go.jp/item/dignl-1305741). Image used under educational license; for details, see Japan Search link and holding institution. / 教育目的でこの画像を使用させていただいております。詳細については、ジャパンサーチのリンクおよび所蔵機関をご確認ください。 Data standardization, enrichment, and geographic tagging by the Drawing from the Crowd Project. ",hiroshige_utagawa_1; toyokuni_utagawa_1,,,,,139.7961,35.7274,lowOblique
,https://dl.ndl.go.jp/api/iiif/1305745/manifest.json,1305745,The Messenger of Bishamonten at Mount Atago,愛宕山毘沙門ノ使 / Series: 江戸自慢三十六興 Thirty-Six Delights of Edo,1305745,,01/01/1864,31/12/1864,"Images and base metadata from ""National Diet Library Digital Collections (National Diet Library)"" retrieved from Japan Search (https://jpsearch.go.jp/item/dignl-1305745). Image used under educational license; for details, see Japan Search link and holding institution. / 教育目的でこの画像を使用させていただいております。詳細については、ジャパンサーチのリンクおよび所蔵機関をご確認ください。 Data standardization, enrichment, and geographic tagging by the Drawing from the Crowd Project. ",hiroshige_utagawa_2; toyokuni_utagawa_3,,,,,139.0333,35.35,lowOblique
,https://dl.ndl.go.jp/api/iiif/1305747/manifest.json,1305747,Meguro Fudō Rice Cakes,目黒不動餅花 / Series: 江戸自慢三十六興 Thirty-Six Delights of Edo,1305747,,01/01/1864,31/12/1864,"Images and base metadata from ""National Diet Library Digital Collections (National Diet Library)"" retrieved from Japan Search (https://jpsearch.go.jp/item/dignl-1305747). Image used under educational license; for details, see Japan Search link and holding institution. / 教育目的でこの画像を使用させていただいております。詳細については、ジャパンサーチのリンクおよび所蔵機関をご確認ください。 Data standardization, enrichment, and geographic tagging by the Drawing from the Crowd Project. ",hiroshige_utagawa_2; toyokuni_utagawa_3,,,,,139.7157,35.6339,lowOblique
,https://dl.ndl.go.jp/api/iiif/1305886/manifest.json,1305886,Hashihime,橋姫,1305886,,01/01/1769,24/02/1825,"Images and base metadata from ""National Diet Library Digital Collections (National Diet Library)"" retrieved from Japan Search (https://jpsearch.go.jp/item/dignl-1305886). Image used under educational license; for details, see Japan Search link and holding institution. / 教育目的でこの画像を使用させていただいております。詳細については、ジャパンサーチのリンクおよび所蔵機関をご確認ください。 Data standardization, enrichment, and geographic tagging by the Drawing from the Crowd Project. ",toyokuni_utagawa_1,,,,,136,35,lowOblique
,https://dl.ndl.go.jp/api/iiif/1305943/manifest.json,1305943,Hanachirusato,花散里,1305943,,01/01/1777,01/01/1835,"Images and base metadata from ""National Diet Library Digital Collections (National Diet Library)"" retrieved from Japan Search (https://jpsearch.go.jp/item/dignl-1305943). Image used under educational license; for details, see Japan Search link and holding institution. / 教育目的でこの画像を使用させていただいております。詳細については、ジャパンサーチのリンクおよび所蔵機関をご確認ください。 Data standardization, enrichment, and geographic tagging by the Drawing from the Crowd Project. ",toyokuni_utagawa_2,,,,,136,35,lowOblique
,https://dl.ndl.go.jp/api/iiif/1305948/manifest.json,1305948_011,Tokyo Shinshimahara Katsukei,東京新嶋原勝景,1305948_011,,01/01/1869,31/12/1869,"Images and base metadata from ""National Diet Library Digital Collections (National Diet Library)"" retrieved from Japan Search (https://jpsearch.go.jp/item/dignl-1305948). Image used under educational license; for details, see Japan Search link and holding institution. / 教育目的でこの画像を使用させていただいております。詳細については、ジャパンサーチのリンクおよび所蔵機関をご確認ください。 Data standardization, enrichment, and geographic tagging by the Drawing from the Crowd Project. ",kuniteru_utagawa_1,,,,,139.7961,35.7274,lowOblique
,https://dl.ndl.go.jp/api/iiif/1305948/manifest.json,1305948_010,Tokyo Shinshimahara Katsukei,東京新嶋原勝景,1305948_010,,01/01/1869,31/12/1869,"Images and base metadata from ""National Diet Library Digital Collections (National Diet Library)"" retrieved from Japan Search (https://jpsearch.go.jp/item/dignl-1305948). Image used under educational license; for details, see Japan Search link and holding institution. / 教育目的でこの画像を使用させていただいております。詳細については、ジャパンサーチのリンクおよび所蔵機関をご確認ください。 Data standardization, enrichment, and geographic tagging by the Drawing from the Crowd Project. ",kuniteru_utagawa_1,,,,,139.7961,35.7274,lowOblique
,https://dl.ndl.go.jp/api/iiif/1305948/manifest.json,1305948_009,Tokyo Shinshimahara Katsukei,東京新嶋原勝景,1305948_009,,01/01/1869,31/12/1869,"Images and base metadata from ""National Diet Library Digital Collections (National Diet Library)"" retrieved from Japan Search (https://jpsearch.go.jp/item/dignl-1305948). Image used under educational license; for details, see Japan Search link and holding institution. / 教育目的でこの画像を使用させていただいております。詳細については、ジャパンサーチのリンクおよび所蔵機関をご確認ください。 Data standardization, enrichment, and geographic tagging by the Drawing from the Crowd Project. ",kuniteru_utagawa_1,,,,,139.7961,35.7274,lowOblique
,https://dl.ndl.go.jp/api/iiif/1305948/manifest.json,1305948_008,Tokyo Shinshimahara Katsukei,東京新嶋原勝景,1305948_008,,01/01/1869,31/12/1869,"Images and base metadata from ""National Diet Library Digital Collections (National Diet Library)"" retrieved from Japan Search (https://jpsearch.go.jp/item/dignl-1305948). Image used under educational license; for details, see Japan Search link and holding institution. / 教育目的でこの画像を使用させていただいております。詳細については、ジャパンサーチのリンクおよび所蔵機関をご確認ください。 Data standardization, enrichment, and geographic tagging by the Drawing from the Crowd Project. ",kuniteru_utagawa_1,,,,,139.7961,35.7274,lowOblique
,https://dl.ndl.go.jp/api/iiif/1305948/manifest.json,1305948_007,Tokyo Shinshimahara Katsukei,東京新嶋原勝景,1305948_007,,01/01/1869,31/12/1869,"Images and base metadata from ""National Diet Library Digital Collections (National Diet Library)"" retrieved from Japan Search (https://jpsearch.go.jp/item/dignl-1305948). Image used under educational license; for details, see Japan Search link and holding institution. / 教育目的でこの画像を使用させていただいております。詳細については、ジャパンサーチのリンクおよび所蔵機関をご確認ください。 Data standardization, enrichment, and geographic tagging by the Drawing from the Crowd Project. ",kuniteru_utagawa_1,,,,,139.7961,35.7274,lowOblique
,https://dl.ndl.go.jp/api/iiif/1305948/manifest.json,1305948_006,Tokyo Shinshimahara Katsukei,東京新嶋原勝景,1305948_006,,01/01/1869,31/12/1869,"Images and base metadata from ""National Diet Library Digital Collections (National Diet Library)"" retrieved from Japan Search (https://jpsearch.go.jp/item/dignl-1305948). Image used under educational license; for details, see Japan Search link and holding institution. / 教育目的でこの画像を使用させていただいております。詳細については、ジャパンサーチのリンクおよび所蔵機関をご確認ください。 Data standardization, enrichment, and geographic tagging by the Drawing from the Crowd Project. ",kuniteru_utagawa_1,,,,,139.7961,35.7274,lowOblique
,https://dl.ndl.go.jp/api/iiif/1305948/manifest.json,1305948_005,Tokyo Shinshimahara Katsukei,東京新嶋原勝景,1305948_005,,01/01/1869,31/12/1869,"Images and base metadata from ""National Diet Library Digital Collections (National Diet Library)"" retrieved from Japan Search (https://jpsearch.go.jp/item/dignl-1305948). Image used under educational license; for details, see Japan Search link and holding institution. / 教育目的でこの画像を使用させていただいております。詳細については、ジャパンサーチのリンクおよび所蔵機関をご確認ください。 Data standardization, enrichment, and geographic tagging by the Drawing from the Crowd Project. ",kuniteru_utagawa_1,,,,,139.7961,35.7274,lowOblique
,https://dl.ndl.go.jp/api/iiif/1305948/manifest.json,1305948_004,Tokyo Shinshimahara Katsukei,東京新嶋原勝景,1305948_004,,01/01/1869,31/12/1869,"Images and base metadata from ""National Diet Library Digital Collections (National Diet Library)"" retrieved from Japan Search (https://jpsearch.go.jp/item/dignl-1305948). Image used under educational license; for details, see Japan Search link and holding institution. / 教育目的でこの画像を使用させていただいております。詳細については、ジャパンサーチのリンクおよび所蔵機関をご確認ください。 Data standardization, enrichment, and geographic tagging by the Drawing from the Crowd Project. ",kuniteru_utagawa_1,,,,,139.7961,35.7274,lowOblique
,https://dl.ndl.go.jp/api/iiif/1305948/manifest.json,1305948_003,Tokyo Shinshimahara Katsukei,東京新嶋原勝景,1305948_003,,01/01/1869,31/12/1869,"Images and base metadata from ""National Diet Library Digital Collections (National Diet Library)"" retrieved from Japan Search (https://jpsearch.go.jp/item/dignl-1305948). Image used under educational license; for details, see Japan Search link and holding institution. / 教育目的でこの画像を使用させていただいております。詳細については、ジャパンサーチのリンクおよび所蔵機関をご確認ください。 Data standardization, enrichment, and geographic tagging by the Drawing from the Crowd Project. ",kuniteru_utagawa_1,,,,,139.7961,35.7274,lowOblique
,https://dl.ndl.go.jp/api/iiif/1305948/manifest.json,1305948_002,Tokyo Shinshimahara Katsukei,東京新嶋原勝景,1305948_002,,01/01/1869,31/12/1869,"Images and base metadata from ""National Diet Library Digital Collections (National Diet Library)"" retrieved from Japan Search (https://jpsearch.go.jp/item/dignl-1305948). Image used under educational license; for details, see Japan Search link and holding institution. / 教育目的でこの画像を使用させていただいております。詳細については、ジャパンサーチのリンクおよび所蔵機関をご確認ください。 Data standardization, enrichment, and geographic tagging by the Drawing from the Crowd Project. ",kuniteru_utagawa_1,,,,,139.7961,35.7274,lowOblique
,https://dl.ndl.go.jp/api/iiif/1305948/manifest.json,1305948_001,Tokyo Shinshimahara Katsukei,東京新嶋原勝景,1305948_001,,01/01/1869,31/12/1869,"Images and base metadata from ""National Diet Library Digital Collections (National Diet Library)"" retrieved from Japan Search (https://jpsearch.go.jp/item/dignl-1305948). Image used under educational license; for details, see Japan Search link and holding institution. / 教育目的でこの画像を使用させていただいております。詳細については、ジャパンサーチのリンクおよび所蔵機関をご確認ください。 Data standardization, enrichment, and geographic tagging by the Drawing from the Crowd Project. ",kuniteru_utagawa_1,,,,,139.7961,35.7274,lowOblique
,https://dl.ndl.go.jp/api/iiif/1305957/manifest.json,1305957,Gion's Great Torii Gate (Kyoto),祇園大鳥居 / Series: 都名所之内 Famous Places in the Imperial Capital,1305957,,01/11/1809,28/03/1879,"Images and base metadata from ""National Diet Library Digital Collections (National Diet Library)"" retrieved from Japan Search (https://jpsearch.go.jp/item/dignl-1305957). Image used under educational license; for details, see Japan Search link and holding institution. / 教育目的でこの画像を使用させていただいております。詳細については、ジャパンサーチのリンクおよび所蔵機関をご確認ください。 Data standardization, enrichment, and geographic tagging by the Drawing from the Crowd Project. ",sadanobu_hasegawa_1,,,,,135.7681,35.0116,lowOblique
,https://dl.ndl.go.jp/api/iiif/1305959/manifest.json,1305959,Scenery at Shimabara Exit (Kyoto), 嶋原出口光景 / Series: 都名所之内 Famous Places in the Imperial Capital,1305959,,01/11/1809,28/03/1879,"Images and base metadata from ""National Diet Library Digital Collections (National Diet Library)"" retrieved from Japan Search (https://jpsearch.go.jp/item/dignl-1305959). Image used under educational license; for details, see Japan Search link and holding institution. / 教育目的でこの画像を使用させていただいております。詳細については、ジャパンサーチのリンクおよび所蔵機関をご確認ください。 Data standardization, enrichment, and geographic tagging by the Drawing from the Crowd Project. ",sadanobu_hasegawa_1,,,,,135.7681,35.0116,lowOblique
,https://dl.ndl.go.jp/api/iiif/1305961/manifest.json,1305961,Snow Dawn at Ryōanji Temple (Kyoto),竜安寺雪曙 / Series: 都名所之内 Famous Places in the Imperial Capital,1305961,,01/11/1809,28/03/1879,"Images and base metadata from ""National Diet Library Digital Collections (National Diet Library)"" retrieved from Japan Search (https://jpsearch.go.jp/item/dignl-1305961). Image used under educational license; for details, see Japan Search link and holding institution. / 教育目的でこの画像を使用させていただいております。詳細については、ジャパンサーチのリンクおよび所蔵機関をご確認ください。 Data standardization, enrichment, and geographic tagging by the Drawing from the Crowd Project. ",sadanobu_hasegawa_1,,,,,135.7681,35.0116,lowOblique
,https://dl.ndl.go.jp/api/iiif/1305963/manifest.json,1305963,Fushimi Inari Shrine,伏見稲荷社 / Series: 都名所之内 Famous Places in the Imperial Capital,1305963,,01/11/1809,28/03/1879,"Images and base metadata from ""National Diet Library Digital Collections (National Diet Library)"" retrieved from Japan Search (https://jpsearch.go.jp/item/dignl-1305963). Image used under educational license; for details, see Japan Search link and holding institution. / 教育目的でこの画像を使用させていただいております。詳細については、ジャパンサーチのリンクおよび所蔵機関をご確認ください。 Data standardization, enrichment, and geographic tagging by the Drawing from the Crowd Project. ",sadanobu_hasegawa_1,,,,,135.7727,34.9671,lowOblique
,https://dl.ndl.go.jp/api/iiif/1305967/manifest.json,1305967,Night view of Maruyama Anyō-ji Temple (Kyoto),円山安養寺夜景 / Series: 都名所之内 Famous Places in the Imperial Capital,1305967,,01/11/1809,28/03/1879,"Images and base metadata from ""National Diet Library Digital Collections (National Diet Library)"" retrieved from Japan Search (https://jpsearch.go.jp/item/dignl-1305967). Image used under educational license; for details, see Japan Search link and holding institution. / 教育目的でこの画像を使用させていただいております。詳細については、ジャパンサーチのリンクおよび所蔵機関をご確認ください。 Data standardization, enrichment, and geographic tagging by the Drawing from the Crowd Project. ",sadanobu_hasegawa_1,,,,,135.7681,35.0116,lowOblique
